Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Sparkling Wine
chiselsandbits:block_bit:0, Chiseled Bit - Agave Wine
chiselsandbits:block_bit:0, Chiseled Bit - Fermented Potatoes
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wine
chiselsandbits:block_bit:0, Chiseled Bit - Cranberry Wine
chiselsandbits:block_bit:0, Chiseled Bit - Pineapple Wine
chiselsandbits:block_bit:0, Chiseled Bit - Tomato Wine
chiselsandbits:block_bit:0, Chiseled Bit - Fruit Wine
chiselsandbits:block_bit:0, Chiseled Bit - Ale
chiselsandbits:block_bit:0, Chiseled Bit - Lager
chiselsandbits:block_bit:0, Chiseled Bit - Wheat Beer
chiselsandbits:block_bit:0, Chiseled Bit - Rye Beer
chiselsandbits:block_bit:0, Chiseled Bit - Corn Beer
chiselsandbits:block_bit:0, Chiseled Bit - Stout
chiselsandbits:block_bit:0, Chiseled Bit - Fermented Grain Mash
chiselsandbits:block_bit:0, Chiseled Bit - Fermented Wheat Mash
chiselsandbits:block_bit:0, Chiseled Bit - Fermented Rye Mash
chiselsandbits:block_bit:0, Chiseled Bit - Fermented Corn Mash
chiselsandbits:block_bit:0, Chiseled Bit - Neutral Spirit
chiselsandbits:block_bit:0, Chiseled Bit - Vodka
chiselsandbits:block_bit:0, Chiseled Bit - White Rum
chiselsandbits:block_bit:0, Chiseled Bit - Dark Rum
chiselsandbits:block_bit:0, Chiseled Bit - Whiskey
chiselsandbits:block_bit:0, Chiseled Bit - Bourbon
chiselsandbits:block_bit:0, Chiseled Bit - Rye Whiskey
chiselsandbits:block_bit:0, Chiseled Bit - Wheat Whiskey
chiselsandbits:block_bit:0, Chiseled Bit - Fortified Wine
chiselsandbits:block_bit:0, Chiseled Bit - Tequila
chiselsandbits:block_bit:0, Chiseled Bit - Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Apple Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Pear Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Apricot Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Plum Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Elderberry Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Fruit Brandy
chiselsandbits:block_bit:0, Chiseled Bit - Cachaca
chiselsandbits:block_bit:0, Chiseled Bit - Gin
chiselsandbits:block_bit:0, Chiseled Bit - Apple Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Pear Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Elderberry Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Apricot Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Fruit Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Almond Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Orange Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Banana Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Mint Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Hazelnut Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Cinnamon Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Coffee Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Melon Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Anise Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Peach Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Lemon Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Herbal Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Blackcurrant Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Blackberry Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Raspberry Liqueur
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Fuel
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Bacterial Sludge
chiselsandbits:block_bit:0, Chiseled Bit - Sulfuric Acid
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Astral Starmetal
chiselsandbits:block_bit:0, Chiseled Bit - Molten Desh
chiselsandbits:block_bit:0, Chiseled Bit - Molten Draconium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Meteoric Iron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Uranium
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
easypickings:flower_daybloom, Daybloom
easypickings:flower_nightshade, Nightshade
easypickings:unstable_goo, Unstable Goo
easypickings:imbuedfire_air, tile.null.name
easypickings:imbuedfire_earth, tile.null.name
easypickings:imbuedfire_fire, tile.null.name
easypickings:imbuedfire_water, tile.null.name
easypickings:imbuedfire_order, tile.null.name
easypickings:imbuedfire_loss, tile.null.name
easypickings:imbuedfire_wrath, tile.null.name
easypickings:climbing_rock, Climbing Rock
easypickings:shovey_block_push_only, Shovey Block
easypickings:shovey_block_normal, Sticky Shovey Block
easypickings:egg_bomb, Egg Bomb
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:tinker_hammer, Tinker's Hammer
embers:stamp_bar, Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_gear, Gear Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:stamp_gear_raw, Raw Gear Stamp
embers:ember_detector, Atmospheric Gauge
embers:dust_ember, Ember Grit
embers:shard_ember, Ember Shard
embers:crystal_ember, Ember Crystal
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:pickaxe_silver, Silver Pickaxe
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ignition_cannon, Blazing Ray
embers:staff_ember, Cinder Staff
embers:axe_clockwork, Clockwork Battleaxe
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:grandhammer, Grandhammer
embers:dust_ash, Ash Pile
embers:aspectus_iron, Iron Aspectus
embers:aspectus_copper, Copper Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:alchemic_waste, Alchemical Waste
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloak_boots, Ashen Boots
embers:inflictor_gem, Inflictor Gem
embers:glimmer_shard, Glimmer Crystal
embers:glimmer_lamp, Glimmer Lamp
embers:ashen_cloth, Ashen Fabric
embers:archaic_brick, Archaic Brick
embers:ancient_motive_core, Ancient Motive Core
embers:isolated_materia, Isolated Materia
embers:tyrfing, Tyrfing
embers:adhesive, Adhesive
embers:ember_cluster, Ember Crystal Cluster
embers:wildfire_core, Wildfire Core
embers:codex, Ancient Codex
embers:superheater, Superheater
embers:jet_augment, Cinder Jet
embers:blasting_core, Blasting Core
embers:caster_orb, Caster Orb
embers:resonating_bell, Resonating Bell
embers:flame_barrier, Flame Barrier
embers:eldritch_insignia, Eldritch Insignia
embers:intelligent_apparatus, Intelligent Apparatus
embers:archaic_circuit, Archaic Circuit
embers:dust_metallurgic, Metallurgic Dust
embers:diffraction_barrel, Diffraction Barrel
embers:focal_lens, Focal Lens
embers:tinker_lens, Tinker's Lens
embers:anti_tinker_lens, Smoky Tinker's Lens
embers:shifting_scales, Shifting Scales
embers:winding_gears, Winding Gears
embers:spark_plug, Spark Plug
embers:golems_eye, Eye of the Ancients
embers:ingot_aluminum, Aluminium Ingot
embers:plate_aluminum, Aluminium Plate
embers:nugget_aluminum, Aluminium Nugget
embers:pickaxe_aluminum, Aluminium Pickaxe
embers:axe_aluminum, Aluminium Axe
embers:shovel_aluminum, Aluminium Shovel
embers:sword_aluminum, Aluminium Sword
embers:hoe_aluminum, Aluminium Hoe
embers:ingot_bronze, Bronze Ingot
embers:plate_bronze, Bronze Plate
embers:nugget_bronze, Bronze Nugget
embers:pickaxe_bronze, Bronze Pickaxe
embers:axe_bronze, Bronze Axe
embers:shovel_bronze, Bronze Shovel
embers:sword_bronze, Bronze Sword
embers:hoe_bronze, Bronze Hoe
embers:ingot_electrum, Electrum Ingot
embers:plate_electrum, Electrum Plate
embers:nugget_electrum, Electrum Nugget
embers:pickaxe_electrum, Electrum Pickaxe
embers:axe_electrum, Electrum Axe
embers:shovel_electrum, Electrum Shovel
embers:sword_electrum, Electrum Sword
embers:hoe_electrum, Electrum Hoe
embers:ingot_nickel, Nickel Ingot
embers:plate_nickel, Nickel Plate
embers:nugget_nickel, Nickel Nugget
embers:pickaxe_nickel, Nickel Pickaxe
embers:axe_nickel, Nickel Axe
embers:shovel_nickel, Nickel Shovel
embers:sword_nickel, Nickel Sword
embers:hoe_nickel, Nickel Hoe
embers:ingot_tin, Tin Ingot
embers:plate_tin, Tin Plate
embers:nugget_tin, Tin Nugget
embers:pickaxe_tin, Tin Pickaxe
embers:axe_tin, Tin Axe
embers:shovel_tin, Tin Shovel
embers:sword_tin, Tin Sword
embers:hoe_tin, Tin Hoe
embers:ember_ring, Ember Ring
embers:ember_belt, Ember Belt
embers:ember_amulet, Ember Amulet
embers:ember_bulb:0, Mantle Bulb
embers:ember_bulb:0, Mantle Bulb
embers:dawnstone_mail, Dawnstone Mail
embers:ashen_amulet, Ashen Amulet
embers:nonbeliever_amulet, Amulet of the Heretic
embers:explosion_charm, Explosion Charm
embers:block_copper, Copper Block
embers:block_lead, Lead Block
embers:block_silver, Silver Block
embers:block_dawnstone, Dawnstone Block
embers:ore_copper, Copper Ore
embers:ore_lead, Lead Ore
embers:ore_silver, Silver Ore
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:wall_caminite_brick, Caminite Brick Wall
embers:block_tank, Fluid Vessel
embers:pipe, Fluid Pipe
embers:pump, Fluid Extractor
embers:block_furnace, Melter
embers:ember_receiver, Ember Receptor
embers:ember_emitter, Ember Emitter
embers:copper_cell:0, Copper Cell
embers:copper_cell:0, Copper Cell
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:bin, Bin
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:ember_bore, Ember Bore
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:ember_activator, Ember Activator
embers:stone_edge, Caminite Ring
embers:mixer, Mixer Centrifuge
embers:heat_coil, Hearth Coil
embers:item_dropper, Item Dropper
embers:fluid_dropper, Fluid Dropper
embers:large_tank, Reservoir
embers:ember_gauge, Ember Dial
embers:fluid_gauge, Fluid Dial
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:mechanical_pump, Mechanical Pump
embers:catalytic_plug, Catalytic Plug
embers:ember_funnel, Ember Funnel
embers:mini_boiler, Mini Boiler
embers:reaction_chamber, Reaction Chamber
embers:fluid_transfer, Fluid Transfer
embers:ember_siphon, Ember Siphon
embers:stirling, Wildfire Stirling
embers:clockwork_attenuator, Clockwork Attenuator
embers:seed_iron, Iron Crystal Seed
embers:seed_gold, Gold Crystal Seed
embers:seed_copper, Copper Crystal Seed
embers:seed_silver, Silver Crystal Seed
embers:seed_lead, Lead Crystal Seed
embers:seed_dawnstone, Dawnstone Crystal Seed
embers:stone_valve, Caminite Valve
embers:geo_separator, Geologic Separator
embers:item_request, Item Requisition
embers:ember_pipe, Volatile Ember Conduit
embers:turret, tile.turret.name
embers:block_aluminum, Aluminium Block
embers:ore_aluminum, Aluminium Ore
embers:seed_aluminum, Aluminium Crystal Seed
embers:block_bronze, Bronze Block
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:seed_nickel, Nickel Crystal Seed
embers:block_tin, Tin Block
embers:ore_tin, Tin Ore
embers:seed_tin, Tin Crystal Seed
embers:explosion_pedestal, Explosion Charm Pedestal
magicbees:beecomb:0, Mundane Comb
magicbees:beecomb:1, Molten Comb
magicbees:beecomb:2, Occult Comb
magicbees:beecomb:3, Otherworldy Comb
magicbees:beecomb:4, Transmuting Comb
magicbees:beecomb:5, Papery Comb
magicbees:beecomb:6, Soul Comb
magicbees:drop:0, Enchanting Drop
magicbees:drop:1, Intellect Drop
magicbees:drop:2, Destabilized Drop
magicbees:drop:3, Carbon Drop
magicbees:drop:4, Lux Drop
magicbees:drop:5, Endearing Drop
magicbees:pollen:0, Unusual Pollen
magicbees:pollen:1, Phased Pollen
magicbees:propolis:0, Unstable Propolis
magicbees:propolis:1, Breezey Propolis
magicbees:propolis:2, Burning Propolis
magicbees:propolis:3, Flowing Propolis
magicbees:propolis:4, Stony Propolis
magicbees:propolis:5, Ordered Propolis
magicbees:propolis:6, Chaotic Propolis
magicbees:wax:0, Magic Wax
magicbees:wax:1, Soulful Wax
magicbees:wax:2, Amnesic Wax
magicbees:resource:0, Lore Fragment
magicbees:resource:1, Aromatic Lump
magicbees:resource:2, Concentrated Compound
magicbees:resource:3, Wither Skeleton Bone Chip
magicbees:resource:4, Wither Skeleton Skull Fragment
magicbees:resource:5, Draconic Dust
magicbees:resource:6, Draconic Chunk
magicbees:resource:7, Essence of False Life
magicbees:resource:8, Essence of a Shallow Grave
magicbees:resource:9, Essence of Lost Time
magicbees:resource:10, Essence of Everlasting Durability
magicbees:resource:11, Essence of Scornful Oblivion
magicbees:resource:12, Essence of Fickle Permanence
magicbees:resource:13, Dimensional Singularity
magicbees:orepart:0, Diamond Shard
magicbees:orepart:1, Emerald Shard
magicbees:orepart:2, Apatite Shard
magicbees:orepart:3, Copper Nugget
magicbees:orepart:4, Tin Nugget
magicbees:orepart:5, Bronze Nugget
magicbees:mysteriousmagnet:0, Mysterious Magnet
magicbees:mysteriousmagnet:2, Mysterious Magnet
magicbees:mysteriousmagnet:4, Mysterious Magnet
magicbees:mysteriousmagnet:6, Mysterious Magnet
magicbees:mysteriousmagnet:8, Mysterious Magnet
magicbees:mysteriousmagnet:10, Mysterious Magnet
magicbees:mysteriousmagnet:12, Mysterious Magnet
magicbees:mysteriousmagnet:14, Mysterious Magnet
magicbees:mysteriousmagnet:16, Mysterious Magnet
magicbees:mysteriousmagnet:18, Mysterious Magnet
magicbees:moondial, Jade Moon Dial
magicbees:manasteelgrafter, Manasteel Grafter
magicbees:manasteelscoop, Manasteel Scoop
magicbees:frames.temporal, Temporal Frame
magicbees:frames.metabolic, Metabolic Frame
magicbees:frames.oblivion, Oblivion Frame
magicbees:frames.magic, Magic Frame
magicbees:frames.necrotic, Necrotic Frame
magicbees:frames.gentle, Gentle Frame
magicbees:frames.resilient, Resilient Frame
magicbees:hiveblock:0, Curious Hive
magicbees:hiveblock:1, Unusual Hive
magicbees:hiveblock:2, Resonating Hive
magicbees:hiveblock:3, Deep Hive
magicbees:hiveblock:4, Infernal Hive
magicbees:hiveblock:5, Oblivion Hive
magicbees:effectjar, Bee Collector's Jar
magicbees:enchanted_earth, Enchanted Earth
patchouli:guide_book, Guide Book
beneath:teleporterbeneath, Beneath Teleporter
rf-capability-adapter:aecapabilityadapter, ME Capability Adapter
rf-capability-adapter:aecapabilityadapter_part, ME Capability Adapter
forestry:crated.forestry.peat.0, item.crated.forestry.peat.0.name
forestry:crated.forestry.apatite.0, item.crated.forestry.apatite.0.name
forestry:crated.forestry.fertilizer_compound.0, item.crated.forestry.fertilizer_compound.0.name
forestry:crated.forestry.mulch.0, item.crated.forestry.mulch.0.name
forestry:crated.forestry.phosphor.0, item.crated.forestry.phosphor.0.name
forestry:crated.forestry.ash.0, item.crated.forestry.ash.0.name
forestry:crated.ingottin, item.crated.ingotTin.name
forestry:crated.ingotcopper, item.crated.ingotCopper.name
forestry:crated.ingotbronze, item.crated.ingotBronze.name
forestry:crated.forestry.humus.0, item.crated.forestry.humus.0.name
forestry:crated.forestry.bog_earth.0, item.crated.forestry.bog_earth.0.name
forestry:crated.cropwheat, item.crated.cropWheat.name
forestry:crated.minecraft.cookie.0, item.crated.minecraft.cookie.0.name
forestry:crated.dustredstone, item.crated.dustRedstone.name
forestry:crated.minecraft.dye.4, item.crated.minecraft.dye.4.name
forestry:crated.sugarcane, item.crated.sugarcane.name
forestry:crated.minecraft.clay_ball.0, item.crated.minecraft.clay_ball.0.name
forestry:crated.dustglowstone, item.crated.dustGlowstone.name
forestry:crated.minecraft.apple.0, item.crated.minecraft.apple.0.name
forestry:crated.minecraft.nether_wart.0, item.crated.minecraft.nether_wart.0.name
forestry:crated.minecraft.coal.1, item.crated.minecraft.coal.1.name
forestry:crated.minecraft.coal.0, item.crated.minecraft.coal.0.name
forestry:crated.minecraft.wheat_seeds.0, item.crated.minecraft.wheat_seeds.0.name
forestry:crated.croppotato, item.crated.cropPotato.name
forestry:crated.cropcarrot, item.crated.cropCarrot.name
forestry:crated.minecraft.log.0, item.crated.minecraft.log.0.name
forestry:crated.minecraft.log.1, item.crated.minecraft.log.1.name
forestry:crated.minecraft.log.2, item.crated.minecraft.log.2.name
forestry:crated.minecraft.log.3, item.crated.minecraft.log.3.name
forestry:crated.minecraft.log2.0, item.crated.minecraft.log2.0.name
forestry:crated.minecraft.log2.1, item.crated.minecraft.log2.1.name
forestry:crated.cobblestone, item.crated.cobblestone.name
forestry:crated.dirt, item.crated.dirt.name
forestry:crated.minecraft.dirt.2, item.crated.minecraft.dirt.2.name
forestry:crated.stone, item.crated.stone.name
forestry:crated.stonegranite, item.crated.stoneGranite.name
forestry:crated.stonediorite, item.crated.stoneDiorite.name
forestry:crated.stoneandesite, item.crated.stoneAndesite.name
forestry:crated.blockprismarine, item.crated.blockPrismarine.name
forestry:crated.blockprismarinebrick, item.crated.blockPrismarineBrick.name
forestry:crated.blockprismarinedark, item.crated.blockPrismarineDark.name
forestry:crated.minecraft.brick_block.0, item.crated.minecraft.brick_block.0.name
forestry:crated.blockcactus, item.crated.blockCactus.name
forestry:crated.minecraft.sand.0, item.crated.minecraft.sand.0.name
forestry:crated.minecraft.sand.1, item.crated.minecraft.sand.1.name
forestry:crated.obsidian, item.crated.obsidian.name
forestry:crated.netherrack, item.crated.netherrack.name
forestry:crated.minecraft.soul_sand.0, item.crated.minecraft.soul_sand.0.name
forestry:crated.minecraft.sandstone.0, item.crated.minecraft.sandstone.0.name
forestry:crated.minecraft.nether_brick.0, item.crated.minecraft.nether_brick.0.name
forestry:crated.minecraft.mycelium.0, item.crated.minecraft.mycelium.0.name
forestry:crated.gravel, item.crated.gravel.name
forestry:crated.minecraft.sapling.0, item.crated.minecraft.sapling.0.name
forestry:crated.minecraft.sapling.1, item.crated.minecraft.sapling.1.name
forestry:crated.minecraft.sapling.2, item.crated.minecraft.sapling.2.name
forestry:crated.minecraft.sapling.3, item.crated.minecraft.sapling.3.name
forestry:crated.minecraft.sapling.4, item.crated.minecraft.sapling.4.name
forestry:crated.minecraft.sapling.5, item.crated.minecraft.sapling.5.name
forestry:crated.forestry.fruits.0, item.crated.forestry.fruits.0.name
forestry:crated.forestry.fruits.1, item.crated.forestry.fruits.1.name
forestry:crated.forestry.fruits.2, item.crated.forestry.fruits.2.name
forestry:crated.forestry.fruits.3, item.crated.forestry.fruits.3.name
forestry:crated.forestry.fruits.4, item.crated.forestry.fruits.4.name
forestry:crated.forestry.fruits.6, item.crated.forestry.fruits.6.name
forestry:crated.forestry.fruits.5, item.crated.forestry.fruits.5.name
forestry:crated.forestry.beeswax.0, item.crated.forestry.beeswax.0.name
forestry:crated.forestry.pollen.0, item.crated.forestry.pollen.0.name
forestry:crated.forestry.pollen.1, item.crated.forestry.pollen.1.name
forestry:crated.forestry.propolis.0, item.crated.forestry.propolis.0.name
forestry:crated.forestry.honeydew.0, item.crated.forestry.honeydew.0.name
forestry:crated.forestry.royal_jelly.0, item.crated.forestry.royal_jelly.0.name
forestry:crated.forestry.bee_combs.0, item.crated.forestry.bee_combs.0.name
forestry:crated.forestry.bee_combs.1, item.crated.forestry.bee_combs.1.name
forestry:crated.forestry.bee_combs.2, item.crated.forestry.bee_combs.2.name
forestry:crated.forestry.bee_combs.3, item.crated.forestry.bee_combs.3.name
forestry:crated.forestry.bee_combs.4, item.crated.forestry.bee_combs.4.name
forestry:crated.forestry.bee_combs.5, item.crated.forestry.bee_combs.5.name
forestry:crated.forestry.bee_combs.6, item.crated.forestry.bee_combs.6.name
